Program Code,Account Owner,Location Account Number,Account ID (18 char),Combined,Location: Account Name,SAP Account Name 2,Location Address,SAP Customer Group 5 Desc,Approval Status,SAP Sales Office Desc,Approval Date,Active Account,Marketing Solution: Marketing Solutions,Primary Industry,SAP Sales Group Desc
CY24-LOYALTY,Chris Propson,0000535369,0013700000ASA6FAAX,"TIRE CHOICE - DO NOT USE1180 UPPER VALLEY PIKE, SPRINGFIELD, OH 45504-4064 US",TIRE CHOICE - DO NOT USE,,"1180 UPPER VALLEY PIKE, SPRINGFIELD, OH 45504-4064 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535368,0013700000ASA6EAAX,"TIRE CHOICE AUTO SERVICE CENTERS12 W WHIPP RD, DAYTON, OH 45459-1869 US",TIRE CHOICE AUTO SERVICE CENTERS,,"12 W WHIPP RD, DAYTON, OH 45459-1869 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000046287,0013700000AS0fTAAT,"MONRO AUTO SERVICE AND TIRE CENTERS4706 N KEYSTONE AVE, INDIANAPOLIS, IN 46205 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"4706 N KEYSTONE AVE, INDIANAPOLIS, IN 46205 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047853,0013700000AS9k8AAD,"TIRE CHOICE AUTO SERVICE CENTERS7801 BROADVIEW RD, SEVEN HILLS, OH 44131 US",TIRE CHOICE AUTO SERVICE CENTERS,,"7801 BROADVIEW RD, SEVEN HILLS, OH 44131 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047628,0013700000ASAQMAA5,"TIRE CHOICE AUTO SERVICE CENTERS588 W WATERLOO RD, AKRON, OH 44314 US",TIRE CHOICE AUTO SERVICE CENTERS,,"588 W WATERLOO RD, AKRON, OH 44314 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047950,0013700000AS9vaAAD,"TIRE CHOICE AUTO SERVICE CENTERS1105 COLUMBUS PIKE, DELAWARE, OH 43015 US",TIRE CHOICE AUTO SERVICE CENTERS,,"1105 COLUMBUS PIKE, DELAWARE, OH 43015 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047532,0013700000ASCCaAAP,"MONRO AUTO SERVICE AND TIRE CENTERS1420 ROMBACH AVE, WILMINGTON, OH 45177 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1420 ROMBACH AVE, WILMINGTON, OH 45177 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047496,0013700000ASBl0AAH,"MONRO AUTO SERVICE AND TIRE CENTERS900 W 7TH ST, AUBURN, IN 46706 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"900 W 7TH ST, AUBURN, IN 46706 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000696799,0013700000cJCc0AAG,"TIRE CHOICE AUTO SERVICE CENTERS736 HIGH STREET, HAMILTON, OH 45011 US",TIRE CHOICE AUTO SERVICE CENTERS,,"736 HIGH STREET, HAMILTON, OH 45011 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000691743,0013700000TscD7AAJ,"MR. TIRE AUTO SERVICE CENTERS27 CLENDENIN ST, CHARLESTON, WV 25301 US",MR. TIRE AUTO SERVICE CENTERS,,"27 CLENDENIN ST, CHARLESTON, WV 25301 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689768,0013700000OaOP3AAN,"CAR-X TIRE AND AUTO317 DIXIEWAY SOUTH, ROSELAND, IN 46637 US",CAR-X TIRE AND AUTO,,"317 DIXIEWAY SOUTH, ROSELAND, IN 46637 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689353,0013700000MwFdwAAF,"MR. TIRE AUTO SERVICE CENTERS10235 NORTHFIELD RD, NORTHFIELD, OH 44067 US",MR. TIRE AUTO SERVICE CENTERS,,"10235 NORTHFIELD RD, NORTHFIELD, OH 44067 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000687105,0013700000Fzo0fAAB,"MR. TIRE AUTO SERVICE CENTERS5847 WOOSTER PIKE, MEDINA, OH 44256 US",MR. TIRE AUTO SERVICE CENTERS,,"5847 WOOSTER PIKE, MEDINA, OH 44256 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000658654,0013700000ASJSLAA5,"MONRO AUTO SERVICE AND TIRE CENTERS2351 SPRINKLE RD, KALAMAZOO, MI 49001 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2351 SPRINKLE RD, KALAMAZOO, MI 49001 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000652472,0013700000ASERTAA5,"KEN TOWERY?S TIRE AND AUTO CARE1512 PLEASANT RIDGE DR, LEXINGTON, KY 40509 US",KEN TOWERY?S TIRE AND AUTO CARE,,"1512 PLEASANT RIDGE DR, LEXINGTON, KY 40509 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628864,0013700000ASDn0AAH,"MR. TIRE AUTO SERVICE CENTERS9250 MERCANTILE DR, MENTOR, OH 44060-4500 US",MR. TIRE AUTO SERVICE CENTERS,,"9250 MERCANTILE DR, MENTOR, OH 44060-4500 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628070,0013700000ASDCzAAP,"KEN TOWERY?S TIRE AND AUTO CARE9710 TAYLORSVILLE RD, LOUISVILLE, KY 40241 US",KEN TOWERY?S TIRE AND AUTO CARE,,"9710 TAYLORSVILLE RD, LOUISVILLE, KY 40241 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628067,0013700000ASDCvAAP,"KEN TOWERY?S TIRE AND AUTO CARE6601 PRESTON HWY, LOUISVILLE, KY 40219 US",KEN TOWERY?S TIRE AND AUTO CARE,,"6601 PRESTON HWY, LOUISVILLE, KY 40219 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000719010,0011S00001GIgozQAD,"TIRE BARN WAREHOUSE7980 NORTH MICHIGAN ROAD, INDIANAPOLIS, IN 46268 US",TIRE BARN WAREHOUSE,,"7980 NORTH MICHIGAN ROAD, INDIANAPOLIS, IN 46268 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:28 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535432,0013700000AS9wBAAT,"MR. TIRE AUTO SERVICE CENTERS2643 WARRENSVILL, UNIVERSITY HEIGHTS, OH 44118 US",MR. TIRE AUTO SERVICE CENTERS,,"2643 WARRENSVILL, UNIVERSITY HEIGHTS, OH 44118 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535392,0013700000ASAE9AAP,"TIRE CHOICE - DO NOT USE798 S STATE ST, WESTERVILLE, OH 43081 US",TIRE CHOICE - DO NOT USE,,"798 S STATE ST, WESTERVILLE, OH 43081 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535390,0013700000AS8guAAD,"MR. TIRE AUTO SERVICE CENTERS111 GHENT RD, FAIRLAWN, OH 44333-3358 US",MR. TIRE AUTO SERVICE CENTERS,,"111 GHENT RD, FAIRLAWN, OH 44333-3358 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535370,0013700000ARzsEAAT,"TIRE CHOICE - DO NOT USE3198 DAYTON XENIA RD, BEAVERCREEK, OH 45434-6310 US",TIRE CHOICE - DO NOT USE,,"3198 DAYTON XENIA RD, BEAVERCREEK, OH 45434-6310 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047728,0013700000AS6LAAA1,"MONRO MUFFLER BRAKE 470-DO NOT USE5148 RIDGE RD, BROOKLYN, OH 44144 US",MONRO MUFFLER BRAKE 470-DO NOT USE,,"5148 RIDGE RD, BROOKLYN, OH 44144 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047711,0013700000AS6VRAA1,"TIRE CHOICE AUTO SERVICE CENTERS4565 GREAT NORTHERN BLVD, NORTH OLMSTED, OH 44070 US",TIRE CHOICE AUTO SERVICE CENTERS,,"4565 GREAT NORTHERN BLVD, NORTH OLMSTED, OH 44070 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047599,0013700000ASC0zAAH,"TIRE CHOICE AUTO SERVICE CENTERS1920 HARD ROAD (SMOKY ROW PLAZA), COLUMBUS, OH 43206 US",TIRE CHOICE AUTO SERVICE CENTERS,,"1920 HARD ROAD (SMOKY ROW PLAZA), COLUMBUS, OH 43206 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000046289,0013700000AS0fVAAT,"MONRO AUTO SERVICE AND TIRE CENTERS3296 LAKE CITY HWY, WARSAW, IN 46581 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"3296 LAKE CITY HWY, WARSAW, IN 46581 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047522,0013700000ASBZbAAP,"MONRO AUTO SERVICE AND TIRE CENTERS2400 WEST STATE ROUTE 18, TIFFIN, OH 44883 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"2400 WEST STATE ROUTE 18, TIFFIN, OH 44883 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047419,0013700000ASCbeAAH,"TIRE CHOICE AUTO SERVICE CENTERS1111 EAST US ROUTE 36, URBANA, OH 43078 US",TIRE CHOICE AUTO SERVICE CENTERS,,"1111 EAST US ROUTE 36, URBANA, OH 43078 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047393,0013700000ASCF9AAP,"TIRE CHOICE AUTO SERVICE CENTERS3411 MILAN RD, SANDUSKY, OH 44870 US",TIRE CHOICE AUTO SERVICE CENTERS,,"3411 MILAN RD, SANDUSKY, OH 44870 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047350,0013700000ASBurAAH,"TIRE CHOICE AUTO SERVICE CENTERS739 E STATE ST, ATHENS, OH 45701 US",TIRE CHOICE AUTO SERVICE CENTERS,,"739 E STATE ST, ATHENS, OH 45701 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047287,0013700000ASCOwAAP,"TIRE CHOICE AUTO SERVICE CENTERS930 N MEMORIAL DR, LANCASTER, OH 43130 US",TIRE CHOICE AUTO SERVICE CENTERS,,"930 N MEMORIAL DR, LANCASTER, OH 43130 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689719,0013700000OZwzFAAT,"MONRO AUTO SERVICE AND TIRE CENTERS43111 GRAND RIVER RD, NOVI, MI 48375 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"43111 GRAND RIVER RD, NOVI, MI 48375 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689718,0013700000OZwzEAAT,"MONRO 1493 - DO NOT USE598 S MAIN ST, NORTHVILLE, MI 48167 US",MONRO 1493 - DO NOT USE,,"598 S MAIN ST, NORTHVILLE, MI 48167 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000687106,0013700000Fzo4mAAB,"MR. TIRE AUTO SERVICE CENTERS12300 PROSPECT RD, STRONGSVILLE, OH 44149 US",MR. TIRE AUTO SERVICE CENTERS,,"12300 PROSPECT RD, STRONGSVILLE, OH 44149 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000687146,0013700000FzyufAAB,"MONRO AUTO SERVICE AND TIRE CENTERS511 S. STATE RD, DAVISON, MI 48423 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"511 S. STATE RD, DAVISON, MI 48423 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000685878,0013700000CdV1CAAV,"MONRO AUTO SERVICE AND TIRE CENTERS1845 N WAYNE RD, WESTLAND, MI 48185 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1845 N WAYNE RD, WESTLAND, MI 48185 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000686243,0013700000AzIt3AAF,"CAR-X TIRE AND AUTO730 65TH AVE, SCHERERVILLE, IN 46375 US",CAR-X TIRE AND AUTO,,"730 65TH AVE, SCHERERVILLE, IN 46375 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000046311,0013700000AS1WDAA1,"MONRO AUTO SERVICE AND TIRE CENTERS1385 S MAIN ST, BRYAN, OH 43506 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1385 S MAIN ST, BRYAN, OH 43506 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000696801,0013700000cJCZlAAO,"MR. TIRE AUTO SERVICE CENTERS303 SOUTH SECOND STREET, HAMILTON, OH 45011 US",MR. TIRE AUTO SERVICE CENTERS,,"303 SOUTH SECOND STREET, HAMILTON, OH 45011 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000691724,0013700000Tsc2oAAB,"MR. TIRE AUTO SERVICE CENTERS3865 TEAYS VALLEY RD, HURRICANE, WV 25526 US",MR. TIRE AUTO SERVICE CENTERS,,"3865 TEAYS VALLEY RD, HURRICANE, WV 25526 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000691087,0013700000QzKemAAF,"CAR-X TIRE AND AUTO1337 CALUMET AVE, WHITING, IN 46394 US",CAR-X TIRE AND AUTO,,"1337 CALUMET AVE, WHITING, IN 46394 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689721,0013700000OZwzHAAT,"MONRO AUTO SERVICE AND TIRE CENTERS3939 ROCHESTER RD, TROY, MI 48083 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"3939 ROCHESTER RD, TROY, MI 48083 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000687369,0013700000IZgzyAAD,"MONRO AUTO SERVICE AND TIRE CENTERS8150 GRATIOT RD, SAGINAW, MI 48609 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"8150 GRATIOT RD, SAGINAW, MI 48609 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000658715,0013700000ASJuMAAX,"MONRO AUTO SERVICE AND TIRE CENTERS4762 S DIVISION ST, KENTWOOD, MI 49548 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"4762 S DIVISION ST, KENTWOOD, MI 49548 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000652471,0013700000ASERSAA5,"KEN TOWERY?S TIRE AND AUTO CARE3650 BOSTON RD, LEXINGTON, KY 40514 US",KEN TOWERY?S TIRE AND AUTO CARE,,"3650 BOSTON RD, LEXINGTON, KY 40514 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628062,0013700000ASDCrAAP,"KEN TOWERY?S TIRE AND AUTO CARE4037 TAYLORSVILLE RD, LOUISVILLE, KY 40220 US",KEN TOWERY?S TIRE AND AUTO CARE,,"4037 TAYLORSVILLE RD, LOUISVILLE, KY 40220 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628064,0013700000ASDCtAAP,"KEN TOWERY?S TIRE AND AUTO CARE4900 DIXIE HWY, LOUISVILLE, KY 40216 US",KEN TOWERY?S TIRE AND AUTO CARE,,"4900 DIXIE HWY, LOUISVILLE, KY 40216 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628040,0013700000ASDUTAA5,"KEN TOWERY?S TIRE AND AUTO CARE1000 HUSTONVILLE RD, DANVILLE, KY 40422 US",KEN TOWERY?S TIRE AND AUTO CARE,,"1000 HUSTONVILLE RD, DANVILLE, KY 40422 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628046,0013700000ASDUXAA5,"KEN TOWERY?S TIRE AND AUTO CARE304 NEW CIRCLE, LEXINGTON, KY 40505 US",KEN TOWERY?S TIRE AND AUTO CARE,,"304 NEW CIRCLE, LEXINGTON, KY 40505 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000628072,0013700000ASDJqAAP,"KEN TOWERY?S TIRE AND AUTO CARE806 HAUSFELDT LN, NEW ALBANY, IN 47150 US",KEN TOWERY?S TIRE AND AUTO CARE,,"806 HAUSFELDT LN, NEW ALBANY, IN 47150 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000047196,0013700000AS9gcAAD,"MONRO AUTO SERVICE AND TIRE CENTERS16032 STATE ROUTE 170, EAST LIVERPOOL, OH 43920 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"16032 STATE ROUTE 170, EAST LIVERPOOL, OH 43920 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000719020,0011S00001GIgqHQAT,"TIRE BARN WAREHOUSE14010 MUNDY DRIVE, FISHERS, IN 46038 US",TIRE BARN WAREHOUSE,,"14010 MUNDY DRIVE, FISHERS, IN 46038 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000611727,0013700000ASFDOAA5,"MR. TIRE AUTO SERVICE CENTERS1945 W STATE ST, ALLIANCE, OH 44601-3522 US",MR. TIRE AUTO SERVICE CENTERS,,"1945 W STATE ST, ALLIANCE, OH 44601-3522 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:34 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535462,0013700000AS8hHAAT,"MR. TIRE AUTO SERVICE CENTERS8500 PULSAR PL, COLUMBUS, OH 43240-2029 US",MR. TIRE AUTO SERVICE CENTERS,,"8500 PULSAR PL, COLUMBUS, OH 43240-2029 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535469,0013700000AS8hoAAD,"MR. TIRE AUTO SERVICE CENTERS4522 MAYFIELD RD, SOUTH EUCLID, OH 44121-4043 US",MR. TIRE AUTO SERVICE CENTERS,,"4522 MAYFIELD RD, SOUTH EUCLID, OH 44121-4043 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535467,0013700000AS9xHAAT,"MR. TIRE AUTO SERVICE CENTERS16950 BAGLEY RD, MIDDLEBURG HEIGHTS, OH 44130-2542 US",MR. TIRE AUTO SERVICE CENTERS,,"16950 BAGLEY RD, MIDDLEBURG HEIGHTS, OH 44130-2542 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535466,0013700000AS9xGAAT,"MR. TIRE AUTO SERVICE CENTERS6575 RIDGE RD, PARMA, OH 44129-5528 US",MR. TIRE AUTO SERVICE CENTERS,,"6575 RIDGE RD, PARMA, OH 44129-5528 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000535434,0013700000AS8hBAAT,"MR. TIRE AUTO SERVICE CENTERS5325 WARRENSVILLE CENTER RD, MAPLE HEIGHTS, OH 44137-1908 US",MR. TIRE AUTO SERVICE CENTERS,,"5325 WARRENSVILLE CENTER RD, MAPLE HEIGHTS, OH 44137-1908 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:32 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689716,0013700000OZwzCAAT,"MONRO AUTO SERVICE AND TIRE CENTERS1030 WEST 8 MILE RD, FERNDALE, MI 48220 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"1030 WEST 8 MILE RD, FERNDALE, MI 48220 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:37 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689713,0013700000OZwz9AAD,"MONRO AUTO SERVICE AND TIRE CENTERS41450 FORD ROAD, CANTON, MI 48187 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"41450 FORD ROAD, CANTON, MI 48187 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:37 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
CY24-LOYALTY,Chris Propson,0000689781,0013700000OaOPBAA3,"MONRO AUTO SERVICE AND TIRE CENTERS4060 WASHTENAW AVE, ANN ARBOR, MI 48108 US",MONRO AUTO SERVICE AND TIRE CENTERS,,"4060 WASHTENAW AVE, ANN ARBOR, MI 48108 US",MONRO,Approved,IC DIRECT SALES,"2/9/2024, 10:37 AM",Yes,VPERK$ 2024 Loyalty Program,Automotive Svc Ctr,MIDATLANTIC
